	country_code	country	localite	category	value	date	sources	link	sdr_id	sdr_name	sdr_level	ndate
10	GN	Guinea	Gueckedou	Suspected cases	69	41726	ECHO	http://reliefweb.int/sites/reliefweb.int/files/resources/ECDM_20140328_WestAfrica_EbolaOutbreak.pdf	38	Gueckedou	ADM2	2014-03-28
11	GN	Guinea	Kankan	Suspected cases	1	41726	ECHO	http://reliefweb.int/sites/reliefweb.int/files/resources/ECDM_20140328_WestAfrica_EbolaOutbreak.pdf	4	Kankan	ADM1	2014-03-28
12	GN	Guinea	Kissidougou	Suspected cases	7	41726	ECHO	http://reliefweb.int/sites/reliefweb.int/files/resources/ECDM_20140328_WestAfrica_EbolaOutbreak.pdf	17	Kissidougou	ADM2	2014-03-28
13	GN	Guinea	Lofa County	Suspected cases	8	41726	ECHO	http://reliefweb.int/sites/reliefweb.int/files/resources/ECDM_20140328_WestAfrica_EbolaOutbreak.pdf	0			2014-03-28
14	GN	Guinea	Macenta	Suspected cases	21	41726	ECHO	http://reliefweb.int/sites/reliefweb.int/files/resources/ECDM_20140328_WestAfrica_EbolaOutbreak.pdf	40	Macenta	ADM2	2014-03-28
15	GN	Guinea	National	Cases	122	41729	Ministere de la Sante	http://reliefweb.int/report/guinea/maladie-virus-ebola-afrique-de-l-ouest-mise-jour-1-avril-2014	0			2014-03-31
16	GN	Guinea	National	Confirmed cases	24	41729	Ministere de la Sante	http://reliefweb.int/report/guinea/maladie-virus-ebola-afrique-de-l-ouest-mise-jour-1-avril-2014	0			2014-03-31
17	GN	Guinea	National	Deaths	80	41729	Ministere de la Sante	http://reliefweb.int/report/guinea/maladie-virus-ebola-afrique-de-l-ouest-mise-jour-1-avril-2014	0			2014-03-31
18	GN	Guinea	National	Probable cases	78	41729	Ministere de la Sante	http://reliefweb.int/report/guinea/maladie-virus-ebola-afrique-de-l-ouest-mise-jour-1-avril-2014	0			2014-03-31
19	GN	Guinea	National	Suspected cases	22	41729	Ministere de la Sante	http://reliefweb.int/report/guinea/maladie-virus-ebola-afrique-de-l-ouest-mise-jour-1-avril-2014	0			2014-03-31
20	GN	Guinea	National	Cases	127	41730	Ministere de la Sante	http://reliefweb.int/report/guinea/maladie-virus-ebola-afrique-de-l-ouest-mise-jour-2-avril-2014-0	0			2014-04-01
21	GN	Guinea	National	Confirmed cases	35	41730	Ministere de la Sante	http://reliefweb.int/report/guinea/maladie-virus-ebola-afrique-de-l-ouest-mise-jour-2-avril-2014-0	0			2014-04-01
22	GN	Guinea	National	Deaths	83	41730	Ministere de la Sante	http://reliefweb.int/report/guinea/maladie-virus-ebola-afrique-de-l-ouest-mise-jour-2-avril-2014-0	0			2014-04-01
23	GN	Guinea	Conakry	Cases	18	41733	Ministere de la Sante	http://reliefweb.int/report/guinea/ebola-virus-disease-west-africa-situation-5-april-2014	2	Conakry	ADM1	2014-04-04
24	GN	Guinea	Conakry	Deaths	5	41733	Ministere de la Sante	http://reliefweb.int/report/guinea/ebola-virus-disease-west-africa-situation-5-april-2014	2	Conakry	ADM1	2014-04-04
25	GN	Guinea	Dabola and Djingaraye	Cases	4	41733	Ministere de la Sante	http://reliefweb.int/report/guinea/ebola-virus-disease-west-africa-situation-5-april-2014	14	Dabola	ADM2	2014-04-04
26	GN	Guinea	Dabola and Djingaraye	Deaths	3	41733	Ministere de la Sante	http://reliefweb.int/report/guinea/ebola-virus-disease-west-africa-situation-5-april-2014	14	Dabola	ADM2	2014-04-04
27	GN	Guinea	Gueckedou	Cases	85	41733	Ministere de la Sante	http://reliefweb.int/report/guinea/ebola-virus-disease-west-africa-situation-5-april-2014	38	Gueckedou	ADM2	2014-04-04
28	GN	Guinea	Gueckedou	Deaths	59	41733	Ministere de la Sante	http://reliefweb.int/report/guinea/ebola-virus-disease-west-africa-situation-5-april-2014	38	Gueckedou	ADM2	2014-04-04
29	GN	Guinea	Kissidougou	Cases	9	41733	Ministere de la Sante	http://reliefweb.int/report/guinea/ebola-virus-disease-west-africa-situation-5-april-2014	17	Kissidougou	ADM2	2014-04-04
30	GN	Guinea	Kissidougou	Deaths	5	41733	Ministere de la Sante	http://reliefweb.int/report/guinea/ebola-virus-disease-west-africa-situation-5-april-2014	17	Kissidougou	ADM2	2014-04-04
31	GN	Guinea	Macenta	Cases	27	41733	Ministere de la Sante	http://reliefweb.int/report/guinea/ebola-virus-disease-west-africa-situation-5-april-2014	40	Macenta	ADM2	2014-04-04
32	GN	Guinea	Macenta	Deaths	14	41733	Ministere de la Sante	http://reliefweb.int/report/guinea/ebola-virus-disease-west-africa-situation-5-april-2014	40	Macenta	ADM2	2014-04-04
33	GN	Guinea	National	Cases	143	41733	Ministere de la Sante	http://reliefweb.int/report/guinea/ebola-virus-disease-west-africa-situation-5-april-2014	0			2014-04-04
34	GN	Guinea	National	Confirmed cases	54	41733	Ministere de la Sante	http://reliefweb.int/report/guinea/ebola-virus-disease-west-africa-situation-5-april-2014	0			2014-04-04
35	GN	Guinea	National	Deaths	86	41733	Ministere de la Sante	http://reliefweb.int/report/guinea/ebola-virus-disease-west-africa-situation-5-april-2014	0			2014-04-04
36	GN	Guinea	Conakry	Cases	20	41736	WHO	http://reliefweb.int/sites/reliefweb.int/files/resources/evd-20140407-final.pdf	2	Conakry	ADM1	2014-04-07
37	GN	Guinea	Conakry	Deaths	6	41736	WHO	http://reliefweb.int/sites/reliefweb.int/files/resources/evd-20140407-final.pdf	2	Conakry	ADM1	2014-04-07
38	GN	Guinea	Dabola 	Cases	4	41736	WHO	http://reliefweb.int/sites/reliefweb.int/files/resources/evd-20140407-final.pdf	14	Dabola	ADM2	2014-04-07
39	GN	Guinea	Dabola 	Deaths	3	41736	WHO	http://reliefweb.int/sites/reliefweb.int/files/resources/evd-20140407-final.pdf	14	Dabola	ADM2	2014-04-07
40	GN	Guinea	Dinguiraye 	Cases	1	41736	WHO	http://reliefweb.int/sites/reliefweb.int/files/resources/evd-20140407-final.pdf	15	Dinguiraye	ADM2	2014-04-07
41	GN	Guinea	Dinguiraye 	Deaths	1	41736	WHO	http://reliefweb.int/sites/reliefweb.int/files/resources/evd-20140407-final.pdf	15	Dinguiraye	ADM2	2014-04-07
42	GN	Guinea	Gueckedou	Cases	90	41736	WHO	http://reliefweb.int/sites/reliefweb.int/files/resources/evd-20140407-final.pdf	38	Gueckedou	ADM2	2014-04-07
43	GN	Guinea	Gueckedou	Deaths	63	41736	WHO	http://reliefweb.int/sites/reliefweb.int/files/resources/evd-20140407-final.pdf	38	Gueckedou	ADM2	2014-04-07
44	GN	Guinea	Kissidougou	Cases	9	41736	WHO	http://reliefweb.int/sites/reliefweb.int/files/resources/evd-20140407-final.pdf	17	Kissidougou	ADM2	2014-04-07
45	GN	Guinea	Kissidougou	Deaths	6	41736	WHO	http://reliefweb.int/sites/reliefweb.int/files/resources/evd-20140407-final.pdf	17	Kissidougou	ADM2	2014-04-07
46	GN	Guinea	Macenta	Cases	27	41736	WHO	http://reliefweb.int/sites/reliefweb.int/files/resources/evd-20140407-final.pdf	40	Macenta	ADM2	2014-04-07
47	GN	Guinea	Macenta	Deaths	16	41736	WHO	http://reliefweb.int/sites/reliefweb.int/files/resources/evd-20140407-final.pdf	40	Macenta	ADM2	2014-04-07
48	GN	Guinea	National	Cases	151	41736	Ministere de la Sante	http://reliefweb.int/report/guinea/maladie-virus-ebola-afrique-de-l-ouest-mise-jour-7-avril-2014	0			2014-04-07
49	GN	Guinea	National	Deaths	95	41736	Ministere de la Sante	http://reliefweb.int/report/guinea/maladie-virus-ebola-afrique-de-l-ouest-mise-jour-7-avril-2014	0			2014-04-07
50	LR	Liberia	National	Cases	21	41737	UNICEF	https://wca.humanitarianresponse.info/fr/system/files/documents/files/UNICEF-Liberia%20SitRep%20%2312%20Ebola%20Viral%20Disease%208%20April%202014_1.pdf	0			2014-04-08
51	LR	Liberia	National	Confirmed cases	5	41737	UNICEF	https://wca.humanitarianresponse.info/fr/system/files/documents/files/UNICEF-Liberia%20SitRep%20%2312%20Ebola%20Viral%20Disease%208%20April%202014_1.pdf	0			2014-04-08
52	LR	Liberia	National	Deaths	10	41737	UNICEF	https://wca.humanitarianresponse.info/fr/system/files/documents/files/UNICEF-Liberia%20SitRep%20%2312%20Ebola%20Viral%20Disease%208%20April%202014_1.pdf	0			2014-04-08
53	LR	Liberia	National	Cases	22	41738	UNICEF	https://wca.humanitarianresponse.info/fr/system/files/documents/files/UNICEF%20Liberia%20SitRep%20No.%2013%20Ebola%20Viral%20Disease%209%20April%202014_2.pdf	0			2014-04-09
54	LR	Liberia	National	Confirmed cases	5	41738	UNICEF	https://wca.humanitarianresponse.info/fr/system/files/documents/files/UNICEF%20Liberia%20SitRep%20No.%2013%20Ebola%20Viral%20Disease%209%20April%202014_2.pdf	0			2014-04-09
55	LR	Liberia	National	Deaths	12	41738	UNICEF	https://wca.humanitarianresponse.info/fr/system/files/documents/files/UNICEF%20Liberia%20SitRep%20No.%2013%20Ebola%20Viral%20Disease%209%20April%202014_2.pdf	0			2014-04-09
56	GN	Guinea	National	Cases	157	41739	WHO	http://reliefweb.int/report/guinea/ebola-virus-disease-west-africa-situation-10-april-2014	0			2014-04-10
57	GN	Guinea	National	Deaths	101	41739	WHO	http://reliefweb.int/report/guinea/ebola-virus-disease-west-africa-situation-10-april-2014	0			2014-04-10
58	LR	Liberia	Bong County	Cases	4	41739	Gvt	https://wca.humanitarianresponse.info/fr/system/files/documents/files/Ebola%20Virus%20Disease%20Epidemic%20in%20Liberia%2010%20April%20report_2.pdf	5514	Bong	ADM1	2014-04-10
59	LR	Liberia	Bong County	Deaths	0	41739	Gvt	https://wca.humanitarianresponse.info/fr/system/files/documents/files/Ebola%20Virus%20Disease%20Epidemic%20in%20Liberia%2010%20April%20report_2.pdf	5514	Bong	ADM1	2014-04-10
60	LR	Liberia	Grand Cape Mount	Cases	1	41739	Gvt	https://wca.humanitarianresponse.info/fr/system/files/documents/files/Ebola%20Virus%20Disease%20Epidemic%20in%20Liberia%2010%20April%20report_2.pdf	5517	Grand Cape Mount	ADM1	2014-04-10
61	LR	Liberia	Grand Cape Mount	Deaths	0	41739	Gvt	https://wca.humanitarianresponse.info/fr/system/files/documents/files/Ebola%20Virus%20Disease%20Epidemic%20in%20Liberia%2010%20April%20report_2.pdf	5517	Grand Cape Mount	ADM1	2014-04-10
62	LR	Liberia	Lofa County	Cases	10	41739	Gvt	https://wca.humanitarianresponse.info/fr/system/files/documents/files/Ebola%20Virus%20Disease%20Epidemic%20in%20Liberia%2010%20April%20report_2.pdf	5520	Lofa	ADM1	2014-04-10
63	LR	Liberia	Lofa County	Deaths	9	41739	Gvt	https://wca.humanitarianresponse.info/fr/system/files/documents/files/Ebola%20Virus%20Disease%20Epidemic%20in%20Liberia%2010%20April%20report_2.pdf	5520	Lofa	ADM1	2014-04-10
64	LR	Liberia	Margibi County	Cases	6	41739	Gvt	https://wca.humanitarianresponse.info/fr/system/files/documents/files/Ebola%20Virus%20Disease%20Epidemic%20in%20Liberia%2010%20April%20report_2.pdf	5521	Margibi	ADM1	2014-04-10
65	LR	Liberia	Margibi County	Deaths	1	41739	Gvt	https://wca.humanitarianresponse.info/fr/system/files/documents/files/Ebola%20Virus%20Disease%20Epidemic%20in%20Liberia%2010%20April%20report_2.pdf	5521	Margibi	ADM1	2014-04-10
66	LR	Liberia	Montserrado County	Cases	1	41739	Gvt	https://wca.humanitarianresponse.info/fr/system/files/documents/files/Ebola%20Virus%20Disease%20Epidemic%20in%20Liberia%2010%20April%20report_2.pdf	5523	Montserrado	ADM1	2014-04-10
67	LR	Liberia	Montserrado County	Deaths	1	41739	Gvt	https://wca.humanitarianresponse.info/fr/system/files/documents/files/Ebola%20Virus%20Disease%20Epidemic%20in%20Liberia%2010%20April%20report_2.pdf	5523	Montserrado	ADM1	2014-04-10
68	LR	Liberia	National	Cases	25	41739	Gvt	https://wca.humanitarianresponse.info/fr/system/files/documents/files/Ebola%20Virus%20Disease%20Epidemic%20in%20Liberia%2010%20April%20report_2.pdf	0			2014-04-10
69	LR	Liberia	National	Confirmed cases	5	41739	Gvt	https://wca.humanitarianresponse.info/fr/system/files/documents/files/Ebola%20Virus%20Disease%20Epidemic%20in%20Liberia%2010%20April%20report_2.pdf	0			2014-04-10
70	LR	Liberia	National	Deaths	12	41739	Gvt	https://wca.humanitarianresponse.info/fr/system/files/documents/files/Ebola%20Virus%20Disease%20Epidemic%20in%20Liberia%2010%20April%20report_2.pdf	0			2014-04-10
71	LR	Liberia	Nimba County	Cases	3	41739	Gvt	https://wca.humanitarianresponse.info/fr/system/files/documents/files/Ebola%20Virus%20Disease%20Epidemic%20in%20Liberia%2010%20April%20report_2.pdf	5524	Nimba	ADM1	2014-04-10
72	LR	Liberia	Nimba County	Deaths	1	41739	Gvt	https://wca.humanitarianresponse.info/fr/system/files/documents/files/Ebola%20Virus%20Disease%20Epidemic%20in%20Liberia%2010%20April%20report_2.pdf	5524	Nimba	ADM1	2014-04-10
73	GN	Guinea	Conakry	Cases	31	41740	WHO	http://reliefweb.int/report/guinea/maladie-virus-ebola-afrique-de-l-ouest-mise-jour-14-avril-2014	2	Conakry	ADM1	2014-04-11
74	GN	Guinea	Dabola 	Cases	5	41740	WHO	http://reliefweb.int/report/guinea/maladie-virus-ebola-afrique-de-l-ouest-mise-jour-14-avril-2014	14	Dabola	ADM2	2014-04-11
75	GN	Guinea	Dinguiraye 	Cases	1	41740	WHO	http://reliefweb.int/report/guinea/maladie-virus-ebola-afrique-de-l-ouest-mise-jour-14-avril-2014	15	Dinguiraye	ADM2	2014-04-11
76	GN	Guinea	Gueckedou	Cases	95	41740	WHO	http://reliefweb.int/report/guinea/maladie-virus-ebola-afrique-de-l-ouest-mise-jour-14-avril-2014	38	Gueckedou	ADM2	2014-04-11
77	GN	Guinea	Kissidougou	Cases	6	41740	WHO	http://reliefweb.int/report/guinea/maladie-virus-ebola-afrique-de-l-ouest-mise-jour-14-avril-2014	17	Kissidougou	ADM2	2014-04-11
78	GN	Guinea	Macenta	Cases	21	41740	WHO	http://reliefweb.int/report/guinea/maladie-virus-ebola-afrique-de-l-ouest-mise-jour-14-avril-2014	40	Macenta	ADM2	2014-04-11
79	GN	Guinea	National	Cases	159	41740	WHO	http://reliefweb.int/report/guinea/maladie-virus-ebola-afrique-de-l-ouest-mise-jour-14-avril-2014	0			2014-04-11
80	GN	Guinea	National	Confirmed cases	71	41740	WHO	http://reliefweb.int/report/guinea/maladie-virus-ebola-afrique-de-l-ouest-mise-jour-14-avril-2014	0			2014-04-11
81	GN	Guinea	National	Deaths	106	41740	WHO	http://reliefweb.int/report/guinea/maladie-virus-ebola-afrique-de-l-ouest-mise-jour-14-avril-2014	0			2014-04-11
82	GN	Guinea	National	Probable cases	34	41740	WHO	http://reliefweb.int/report/guinea/maladie-virus-ebola-afrique-de-l-ouest-mise-jour-14-avril-2014	0			2014-04-11
83	GN	Guinea	National	Suspected cases	54	41740	WHO	http://reliefweb.int/report/guinea/maladie-virus-ebola-afrique-de-l-ouest-mise-jour-14-avril-2014	0			2014-04-11
84	LR	Liberia	Bong County	Cases	5	41742	Gvt	https://wca.humanitarianresponse.info/fr/system/files/documents/files/13aprilEbola%20Virus%20Disease%20Epidemic%20in%20Liberia.%20Sitrep%20No.11%281%29_0.pdf	5514	Bong	ADM1	2014-04-13
85	LR	Liberia	Bong County	Deaths	0	41742	Gvt	https://wca.humanitarianresponse.info/fr/system/files/documents/files/13aprilEbola%20Virus%20Disease%20Epidemic%20in%20Liberia.%20Sitrep%20No.11%281%29_0.pdf	5514	Bong	ADM1	2014-04-13
86	LR	Liberia	Grand Cape Mount	Cases	1	41742	Gvt	https://wca.humanitarianresponse.info/fr/system/files/documents/files/13aprilEbola%20Virus%20Disease%20Epidemic%20in%20Liberia.%20Sitrep%20No.11%281%29_0.pdf	5517	Grand Cape Mount	ADM1	2014-04-13
87	LR	Liberia	Grand Cape Mount	Deaths	0	41742	Gvt	https://wca.humanitarianresponse.info/fr/system/files/documents/files/13aprilEbola%20Virus%20Disease%20Epidemic%20in%20Liberia.%20Sitrep%20No.11%281%29_0.pdf	5517	Grand Cape Mount	ADM1	2014-04-13
88	LR	Liberia	Lofa County	Cases	10	41742	Gvt	https://wca.humanitarianresponse.info/fr/system/files/documents/files/13aprilEbola%20Virus%20Disease%20Epidemic%20in%20Liberia.%20Sitrep%20No.11%281%29_0.pdf	5520	Lofa	ADM1	2014-04-13
89	LR	Liberia	Lofa County	Deaths	9	41742	Gvt	https://wca.humanitarianresponse.info/fr/system/files/documents/files/13aprilEbola%20Virus%20Disease%20Epidemic%20in%20Liberia.%20Sitrep%20No.11%281%29_0.pdf	5520	Lofa	ADM1	2014-04-13
90	LR	Liberia	Margibi County	Cases	6	41742	Gvt	https://wca.humanitarianresponse.info/fr/system/files/documents/files/13aprilEbola%20Virus%20Disease%20Epidemic%20in%20Liberia.%20Sitrep%20No.11%281%29_0.pdf	5521	Margibi	ADM1	2014-04-13
91	LR	Liberia	Margibi County	Deaths	2	41742	Gvt	https://wca.humanitarianresponse.info/fr/system/files/documents/files/13aprilEbola%20Virus%20Disease%20Epidemic%20in%20Liberia.%20Sitrep%20No.11%281%29_0.pdf	5521	Margibi	ADM1	2014-04-13
92	LR	Liberia	Montserrado County	Cases	1	41742	Gvt	https://wca.humanitarianresponse.info/fr/system/files/documents/files/13aprilEbola%20Virus%20Disease%20Epidemic%20in%20Liberia.%20Sitrep%20No.11%281%29_0.pdf	5523	Montserrado	ADM1	2014-04-13
93	LR	Liberia	Montserrado County	Deaths	1	41742	Gvt	https://wca.humanitarianresponse.info/fr/system/files/documents/files/13aprilEbola%20Virus%20Disease%20Epidemic%20in%20Liberia.%20Sitrep%20No.11%281%29_0.pdf	5523	Montserrado	ADM1	2014-04-13
94	LR	Liberia	National	Cases	26	41742	Gvt	https://wca.humanitarianresponse.info/fr/system/files/documents/files/13aprilEbola%20Virus%20Disease%20Epidemic%20in%20Liberia.%20Sitrep%20No.11%281%29_0.pdf	0			2014-04-13
95	LR	Liberia	National	Confirmed cases	5	41742	Gvt	https://wca.humanitarianresponse.info/fr/system/files/documents/files/13aprilEbola%20Virus%20Disease%20Epidemic%20in%20Liberia.%20Sitrep%20No.11%281%29_0.pdf	0			2014-04-13
96	LR	Liberia	National	Deaths	13	41742	Gvt	https://wca.humanitarianresponse.info/fr/system/files/documents/files/13aprilEbola%20Virus%20Disease%20Epidemic%20in%20Liberia.%20Sitrep%20No.11%281%29_0.pdf	0			2014-04-13
97	LR	Liberia	Nimba County	Cases	3	41742	Gvt	https://wca.humanitarianresponse.info/fr/system/files/documents/files/13aprilEbola%20Virus%20Disease%20Epidemic%20in%20Liberia.%20Sitrep%20No.11%281%29_0.pdf	5524	Nimba	ADM1	2014-04-13
98	LR	Liberia	Nimba County	Deaths	1	41742	Gvt	https://wca.humanitarianresponse.info/fr/system/files/documents/files/13aprilEbola%20Virus%20Disease%20Epidemic%20in%20Liberia.%20Sitrep%20No.11%281%29_0.pdf	5524	Nimba	ADM1	2014-04-13
99	GN	Guinea	National	Cases	168	41743	WHO	http://reliefweb.int/report/guinea/maladie-virus-ebola-afrique-de-l-ouest-mise-jour-14-avril-2014	0			2014-04-14
100	GN	Guinea	National	Deaths	108	41743	WHO	http://reliefweb.int/report/guinea/maladie-virus-ebola-afrique-de-l-ouest-mise-jour-14-avril-2014	0			2014-04-14
101	GN	Guinea	Conakry	Cases	47	41745	Ministere de la Sante	http://reliefweb.int/report/guinea/maladie-virus-ebola-afrique-de-l-ouest-mise-jour-17-avril-2014	2	Conakry	ADM1	2014-04-16
102	GN	Guinea	Conakry	Deaths	16	41745	Ministere de la Sante	http://reliefweb.int/report/guinea/maladie-virus-ebola-afrique-de-l-ouest-mise-jour-17-avril-2014	2	Conakry	ADM1	2014-04-16
103	GN	Guinea	Dabola 	Cases	4	41745	Ministere de la Sante	http://reliefweb.int/report/guinea/maladie-virus-ebola-afrique-de-l-ouest-mise-jour-17-avril-2014	14	Dabola	ADM2	2014-04-16
104	GN	Guinea	Dabola 	Deaths	4	41745	Ministere de la Sante	http://reliefweb.int/report/guinea/maladie-virus-ebola-afrique-de-l-ouest-mise-jour-17-avril-2014	14	Dabola	ADM2	2014-04-16
105	GN	Guinea	Dinguiraye 	Cases	1	41745	Ministere de la Sante	http://reliefweb.int/report/guinea/maladie-virus-ebola-afrique-de-l-ouest-mise-jour-17-avril-2014	15	Dinguiraye	ADM2	2014-04-16
106	GN	Guinea	Dinguiraye 	Deaths	1	41745	Ministere de la Sante	http://reliefweb.int/report/guinea/maladie-virus-ebola-afrique-de-l-ouest-mise-jour-17-avril-2014	15	Dinguiraye	ADM2	2014-04-16
107	GN	Guinea	Gueckedou	Cases	117	41745	Ministere de la Sante	http://reliefweb.int/report/guinea/maladie-virus-ebola-afrique-de-l-ouest-mise-jour-17-avril-2014	38	Gueckedou	ADM2	2014-04-16
108	GN	Guinea	Gueckedou	Deaths	80	41745	Ministere de la Sante	http://reliefweb.int/report/guinea/maladie-virus-ebola-afrique-de-l-ouest-mise-jour-17-avril-2014	38	Gueckedou	ADM2	2014-04-16
109	GN	Guinea	Kissidougou	Cases	6	41745	Ministere de la Sante	http://reliefweb.int/report/guinea/maladie-virus-ebola-afrique-de-l-ouest-mise-jour-17-avril-2014	17	Kissidougou	ADM2	2014-04-16
110	GN	Guinea	Kissidougou	Deaths	5	41745	Ministere de la Sante	http://reliefweb.int/report/guinea/maladie-virus-ebola-afrique-de-l-ouest-mise-jour-17-avril-2014	17	Kissidougou	ADM2	2014-04-16
111	GN	Guinea	Macenta	Cases	22	41745	Ministere de la Sante	http://reliefweb.int/report/guinea/maladie-virus-ebola-afrique-de-l-ouest-mise-jour-17-avril-2014	40	Macenta	ADM2	2014-04-16
112	GN	Guinea	Macenta	Deaths	16	41745	Ministere de la Sante	http://reliefweb.int/report/guinea/maladie-virus-ebola-afrique-de-l-ouest-mise-jour-17-avril-2014	40	Macenta	ADM2	2014-04-16
113	GN	Guinea	National	Cases	197	41745	Ministere de la Sante	http://reliefweb.int/report/guinea/maladie-virus-ebola-afrique-de-l-ouest-mise-jour-17-avril-2014	0			2014-04-16
114	GN	Guinea	National	Confirmed cases	101	41745	Ministere de la Sante	http://reliefweb.int/report/guinea/maladie-virus-ebola-afrique-de-l-ouest-mise-jour-17-avril-2014	0			2014-04-16
115	GN	Guinea	National	Deaths	122	41745	Ministere de la Sante	http://reliefweb.int/report/guinea/maladie-virus-ebola-afrique-de-l-ouest-mise-jour-17-avril-2014	0			2014-04-16
116	GN	Guinea	National	Probable cases	43	41745	Ministere de la Sante	http://reliefweb.int/report/guinea/maladie-virus-ebola-afrique-de-l-ouest-mise-jour-17-avril-2014	0			2014-04-16
117	GN	Guinea	National	Suspected cases	53	41745	Ministere de la Sante	http://reliefweb.int/report/guinea/maladie-virus-ebola-afrique-de-l-ouest-mise-jour-17-avril-2014	0			2014-04-16
118	LR	Liberia	Bong County	Cases	5	41745	UNICEF	https://wca.humanitarianresponse.info/fr/system/files/documents/files/UNICEF%20Liberia%20SitRep16%20Ebola%20Viral%20Disease%2016Apr2014_1.pdf	5514	Bong	ADM1	2014-04-16
119	LR	Liberia	Bong County	Deaths	0	41745	UNICEF	https://wca.humanitarianresponse.info/fr/system/files/documents/files/UNICEF%20Liberia%20SitRep16%20Ebola%20Viral%20Disease%2016Apr2014_1.pdf	5514	Bong	ADM1	2014-04-16
120	LR	Liberia	Grand Cape Mount	Cases	1	41745	UNICEF	https://wca.humanitarianresponse.info/fr/system/files/documents/files/UNICEF%20Liberia%20SitRep16%20Ebola%20Viral%20Disease%2016Apr2014_1.pdf	5517	Grand Cape Mount	ADM1	2014-04-16
121	LR	Liberia	Grand Cape Mount	Deaths	0	41745	UNICEF	https://wca.humanitarianresponse.info/fr/system/files/documents/files/UNICEF%20Liberia%20SitRep16%20Ebola%20Viral%20Disease%2016Apr2014_1.pdf	5517	Grand Cape Mount	ADM1	2014-04-16
122	LR	Liberia	Lofa County	Cases	10	41745	UNICEF	https://wca.humanitarianresponse.info/fr/system/files/documents/files/UNICEF%20Liberia%20SitRep16%20Ebola%20Viral%20Disease%2016Apr2014_1.pdf	5520	Lofa	ADM1	2014-04-16
123	LR	Liberia	Lofa County	Deaths	9	41745	UNICEF	https://wca.humanitarianresponse.info/fr/system/files/documents/files/UNICEF%20Liberia%20SitRep16%20Ebola%20Viral%20Disease%2016Apr2014_1.pdf	5520	Lofa	ADM1	2014-04-16
124	LR	Liberia	Margibi County	Cases	6	41745	UNICEF	https://wca.humanitarianresponse.info/fr/system/files/documents/files/UNICEF%20Liberia%20SitRep16%20Ebola%20Viral%20Disease%2016Apr2014_1.pdf	5521	Margibi	ADM1	2014-04-16
125	LR	Liberia	Margibi County	Deaths	2	41745	UNICEF	https://wca.humanitarianresponse.info/fr/system/files/documents/files/UNICEF%20Liberia%20SitRep16%20Ebola%20Viral%20Disease%2016Apr2014_1.pdf	5521	Margibi	ADM1	2014-04-16
126	LR	Liberia	Montserrado County	Cases	1	41745	UNICEF	https://wca.humanitarianresponse.info/fr/system/files/documents/files/UNICEF%20Liberia%20SitRep16%20Ebola%20Viral%20Disease%2016Apr2014_1.pdf	5523	Montserrado	ADM1	2014-04-16
